Open,High,Low,Close,Volume,Ex-Dividend,Split Ratio,Adj. Open,Adj. High,Adj. Low,Adj. Close,Adj. Volume
110.8,111.75,110.11,111.73,29759153.0,0.0,1.0,107.02338109318,107.94100033541,106.35689974883,107.92168203557,29759153.0
111.34,114.17,110.82,113.77,48967763.0,0.0,1.0,107.54497518876,110.2785146156,107.04269939302,109.89214861888,48967763.0
114.0,115.58,113.7,113.76,42326974.0,0.0,1.0,110.11430906699,111.64045475406,109.82453456945,109.88248946896,42326974.0
114.33,115.5,114.1,115.5,41654089.0,0.0,1.0,110.43306101429,111.56318155472,110.21090056618,111.56318155472,41654089.0
116.7,119.228,116.33,119.08,59366914.0,0.0,1.0,112.7222795449,115.16411264421,112.36489099792,115.02115722542,59366914.0
118.08,118.13,114.92,115.28,66333781.0,0.0,1.0,114.0552422336,114.10353798319,111.00295085946,111.35068025652,66333781.0
115.4,116.54,113.99,114.55,69884400.0,0.0,1.0,111.46659005554,112.56773314621,110.10464991708,110.64556231249,69884400.0
116.93,119.3,116.06,119.27,85551352.0,0.0,1.0,112.94443999301,115.23365852362,112.10409395013,115.20468107386,85551352.0
118.7,120.69,118.27,120.53,51227334.0,0.0,1.0,114.65410952853,116.57628036224,114.23876608205,116.42173396355,51227334.0
120.99,121.22,119.45,119.5,49365254.0,0.0,1.0,116.86605485979,117.0882153079,115.37854577239,115.42684152198,49365254.0
119.87,121.36,119.61,121.18,32203267.0,0.0,1.0,115.78423006895,117.22344340676,115.53309217108,117.04957870823,32203267.0
120.79,123.49,120.7,122.57,45518976.0,0.0,1.0,116.67287186142,119.28084233933,116.58593951216,118.39220054686,45518976.0
123.13,123.82,121.62,122.0,44886050.0,0.0,1.0,118.93311294227,119.59959428662,117.47458130463,117.84162900152,44886050.0
121.85,122.69,120.18,120.92,39552680.0,0.52,1.0,118.20288056942,119.01773834273,116.58286571056,117.3007166061,39552680.0
