"No","Date","col1","col2","col3","col4","col5","col6","col7","col8","col9","col10","col11","sp500"
"707","2017-02-01",63.58,55.91,128.75,795.695,82.94,245430,163.61,133.23,113.23,832.35,29.69,2279.550049
"708","2017-02-02",63.17,55.75,128.53,798.53,83.45,244330,162.96,130.84,113.57,839.95,29.68,2280.850098
"709","2017-02-03",63.68,57.27,129.08,801.49,83.54,245646,163.94,130.88,113.64,810.2,29.7,2297.419922
"710","2017-02-06",63.64,56.55,130.29,801.34,83.31,244825.33,163.42,132.06,113.4,807.64,29.66,2292.560059
"711","2017-02-07",63.43,56.34,131.53,806.97,82.77,244260,162.93,131.84,113.48,812.5,29.56,2293.080078
"712","2017-02-08",63.34,55.63,132.04,808.38,81.48,244151,162.87,134.2,113.4,819.71,29.43,2294.669922
"713","2017-02-09",64.06,56.73,132.42,809.56,81.84,246000,164.04,134.14,114.08,821.36,29.59,2307.870117
"714","2017-02-10",64,56.86,132.12,813.67,82.52,246000,164.04,134.19,115.25,827.46,29.72,2316.100098
"715","2017-02-13",64.72,57.08,133.29,819.24,83,248340.05,165.85,134.05,115.88,836.53,30.04,2328.25
"716","2017-02-14",64.57,57.98,135.02,820.45,82.82,250419,166.95,133.85,116.36,836.39,30.28,2337.580078
"717","2017-02-15",64.53,58.55,135.51,818.98,83.16,250990,167.28,133.44,117.2,842.7,30.35,2349.25
"718","2017-02-16",64.52,58.12,135.345,824.16,82.3,251500,167.7,133.84,118.08,844.14,30.45,2347.219971
"719","2017-02-17",64.62,58.09,135.72,828.07,81.76,252838,168.57,133.53,118.86,845.07,30.37,2351.159912
"720","2017-02-21",64.49,58.25,136.7,831.66,81.89,253690,168.82,133.72,119.63,856.44,30.52,2365.379883
"721","2017-02-22",64.36,58.36,137.11,830.76,80.93,254151,169.61,136.12,119.52,855.61,30.33,2362.820068
"722","2017-02-23",64.62,58.49,136.53,831.33,81.78,254900,170.15,135.36,121.7,852.19,30.02,2363.810059
"723","2017-02-24",64.62,57.81,136.66,828.64,81.08,255040,170.22,135.44,122.73,845.24,30.19,2367.340088
"724","2017-02-27",64.23,58.06,136.93,829.28,81.54,255795,170.63,136.41,122.4,848.64,29.94,2369.72998
"725","2017-02-28",63.98,57.88,136.99,823.21,81.32,257100,171.42,135.54,122.21,845.04,29.81,2363.639893
"726","2017-03-01",64.94,59.73,139.79,835.24,83.02,266013,177.28,137.42,123.86,853.08,30.19,2395.959961
"727","2017-03-02",64.01,58.71,138.96,830.63,83.3,263725,175.82,136.7603,123.63,848.91,30.19,2381.919922
"728","2017-03-03",64.25,58.89,139.78,829.08,82.46,263160,175.51,137.13,123.79,849.88,30.12,2383.120117
"729","2017-03-06",64.27,58.61,139.34,827.78,82.83,263120,175.4,137.42,123.71,846.61,30,2375.310059
"730","2017-03-07",64.4,58.3,139.52,831.91,82.52,262860,175.28,137.3,123.83,846.02,29.86,2368.389893
"731","2017-03-08",64.99,58.21,139,835.37,81.03,262610,175.03,137.73,124.12,850.5,29.8,2362.97998
"732","2017-03-09",64.73,58.7,138.68,838.68,81.67,262866,175.37,138.24,125.95,853,29.66,2364.870117
"733","2017-03-10",64.93,58.85,139.14,843.25,81.61,262570,175.12,138.79,126.24,852.46,30.28,2372.600098
"734","2017-03-13",64.71,58.7,139.2,845.54,81.42,262990,175.39,139.6,126.68,854.59,29.86,2373.469971
"735","2017-03-14",64.41,58.76,138.99,845.62,80.99,261900,174.73,139.32,127.05,852.53,29.54,2365.449951
"736","2017-03-15",64.75,58.71,140.46,847.2,82,261787,174.67,139.72,128.96,852.97,29.76,2385.26001
"737","2017-03-16",64.64,59.32,140.69,848.78,82.07,260919,174.08,139.99,128.46,853.42,29.75,2381.379883
"738","2017-03-17",64.87,58.67,139.99,852.12,82,258952,172.82,139.78,128.06,852.31,29.88,2378.25
"739","2017-03-20",64.93,57.63,141.46,848.4,82,258000,172.07,139.94,128.07,856.97,29.74,2373.469971
"740","2017-03-21",64.21,55.85,139.84,830.46,81.83,253651,169.47,138.51,127.25,843.2,29.39,2344.02002
"741","2017-03-22",65.03,55.33,141.42,829.59,81.76,253880,169.3,139.59,126.26,848.06,29.53,2348.449951
"742","2017-03-23",64.87,55.25,140.92,817.58,81.86,254702.01,169.89,139.53,125.9,847.38,29.62,2345.959961
"743","2017-03-24",64.98,55.83,140.64,814.95,81.23,252301,168.66,140.34,125.48,845.61,29.72,2343.97998
"744","2017-03-27",65.1,55.39,140.88,819.51,81.25,250881,167.44,140.32,125.8,846.82,29.44,2341.590088
"745","2017-03-28",65.29,55.96,143.8,820.92,81.84,252520,168.31,141.76,125.66,856,29.62,2358.570068
"746","2017-03-29",65.47,55.67,144.12,831.41,82.02,249761,166.59,142.65,124.92,874.32,29.68,2361.129883
"747","2017-03-30",65.71,56.24,143.93,831.5,83.7,251800,167.36,142.41,124.66,876.34,29.87,2368.060059
"748","2017-03-31",65.86,55.66,143.71,829.56,82.01,249850,166.68,142.05,124.55,886.75,29.8,2362.719971
